ID;description;duration;name;price;isActive
287;"nunc proin at turpis a pede posuere";6;"Switchable explicit standardiation";3.16;1
288;"quisque porta volutpat erat quisque erat eros viverra eget congue";21;"Managed uniform interface";30.05;1
289;"convallis morbi odio odio elementum";52;"Up-sied well-modulated firmware";90.59;1
290;"quisque ut erat curabitur gravida nisi";25;"Quality-focused scalable firmware";57.71;1
291;"hendrerit at vulputate vitae nisl aenean lectus pellentesque eget";51;"Expanded cohesive alliance";6.03;1
292;"turpis sed ante vivamus tortor duis mattis egestas metus aenean";5;"Cloned intermediate instruction set";95.58;1
293;"luctus cum sociis natoque penatibus";37;"Team-oriented static flexibility";3.58;1
294;"purus phasellus in felis donec semper";22;"Synergistic bandwidth-monitored project";14.28;1
295;"accumsan felis ut at dolor quis odio";44;"De-engineered even-keeled open architecture";74.62;1
296;"at feugiat non pretium quis lectus suspendisse potenti in";36;"Configurable upward-trending info-mediaries";95.44;1
297;"habitasse platea dictumst maecenas ut massa quis augue luctus";19;"Secured fresh-thinking function";84.08;1
298;"ultrices libero non mattis pulvinar nulla pede ullamcorper augue a";26;"Switchable reciprocal synergy";89.74;1
299;"et ultrices posuere cubilia curae duis faucibus accumsan odio curabitur";11;"Quality-focused grid-enabled customer loyalty";47.65;1
300;"in lacus curabitur at ipsum ac tellus semper interdum mauris";39;"Ameliorated regional software";47.08;1
301;"at feugiat non pretium quis lectus";28;"Object-based optimiing portal";20.02;1
302;"ultrices libero non mattis pulvinar nulla pede ullamcorper augue a";23;"Fully-configurable stable interface";4.65;1
303;"vestibulum sed magna at nunc commodo placerat praesent blandit";27;"Right-sied heuristic infrastructure";9.43;1
304;"praesent id massa id nisl venenatis lacinia aenean sit amet";18;"Diverse solution-oriented moderator";91.27;1
305;"nullam varius nulla facilisi cras non velit nec nisi";18;"User-centric optimiing workforce";22.56;1
306;"vestibulum quam sapien varius ut blandit non";34;"Multi-layered contextually-based success";95.81;1
307;"libero quis orci nullam molestie nibh in lectus";12;"Stand-alone secondary projection";33.77;1
308;"mi integer ac neque duis";31;"Object-based eco-centric artificial intelligence";58.79;1
309;"aliquam augue quam sollicitudin vitae consectetuer eget";6;"Focused executive synergy";22.61;1
310;"at vulputate vitae nisl aenean";20;"Mandatory background middleware";65.94;1
311;"ante ipsum primis in faucibus orci luctus";45;"Customiable coherent pricing structure";52.99;1
312;"nulla facilisi cras non velit nec";14;"Optimied maximied success";43.05;1
313;"lorem integer tincidunt ante vel ipsum";8;"Upgradable composite portal";44.01;1
314;"purus aliquet at feugiat non";17;"Multi-tiered intermediate Graphic Interface";15.05;1
315;"in faucibus orci luctus et";15;"Persevering human-resource standardiation";70.93;1
316;"quis lectus suspendisse potenti in eleifend quam";27;"Vision-oriented bi-directional groupware";63.61;1
317;"luctus nec molestie sed justo pellentesque viverra pede";17;"Multi-layered mission-critical local area network";62.99;1
318;"odio justo sollicitudin ut suscipit a feugiat et";25;"Advanced demand-driven collaboration";16.88;1
319;"platea dictumst morbi vestibulum velit id pretium iaculis diam";40;"Triple-buffered maximied functionalities";92.96;1
320;"gravida sem praesent id massa id nisl venenatis lacinia aenean";33;"Phased executive policy";3.35;1
321;"elit sodales scelerisque mauris sit amet eros suspendisse";35;"Public-key national website";62.79;1
322;"dolor sit amet consectetuer adipiscing elit proin risus praesent lectus";52;"Reactive 5th generation throughput";77.71;1
323;"massa tempor convallis nulla neque libero convallis eget eleifend";47;"Horiontal heuristic internet solution";44.61;1
324;"felis eu sapien cursus vestibulum proin eu";53;"Switchable foreground emulation";32.89;1
325;"quis turpis eget elit sodales scelerisque mauris";40;"Cross-group heuristic synergy";41.57;1
326;"phasellus id sapien in sapien iaculis";29;"Reduced transitional application";72.18;1
327;"odio in hac habitasse platea dictumst maecenas ut";51;"Networked human-resource success";73.55;1
328;"maecenas tristique est et tempus semper est quam";28;"Robust static interface";42.99;1
329;"magna bibendum imperdiet nullam orci pede venenatis non";11;"Pre-emptive 3rd generation open architecture";19.98;1
330;"lectus in est risus auctor sed tristique in tempus";25;"Innovative 5th generation extranet";90.39;1
331;"duis at velit eu est congue elementum in hac";14;"Seamless homogeneous neural-net";19.06;1
332;"in faucibus orci luctus et ultrices posuere cubilia";4;"Robust clear-thinking monitoring";68.56;1
333;"dapibus augue vel accumsan tellus nisi";26;"Cloned analying data-warehouse";89.4;1
334;"porttitor id consequat in consequat ut nulla sed accumsan";26;"Optional 5th generation time-frame";34.03;1
335;"rutrum ac lobortis vel dapibus";30;"Front-line system-worthy installation";51.03;1
336;"cursus vestibulum proin eu mi";35;"Profit-focused contextually-based protocol";42.53;1
337;"consequat nulla nisl nunc nisl duis bibendum";21;"Robust scalable website";78.41;1
338;"pede lobortis ligula sit amet eleifend pede libero";7;"De-engineered motivating complexity";61.1;1
339;"semper interdum mauris ullamcorper purus sit";52;"Proactive full-range monitoring";1.62;1
340;"quam sapien varius ut blandit";6;"Polarised background matrix";74.4;1
341;"ullamcorper purus sit amet nulla";41;"Realigned 3rd generation success";24.7;1
342;"ipsum primis in faucibus orci luctus et ultrices posuere cubilia";35;"Reverse-engineered national service-desk";37.43;1
343;"massa volutpat convallis morbi odio odio elementum eu interdum eu";23;"Down-sied next generation projection";94.42;1
344;"tincidunt eu felis fusce posuere felis sed lacus morbi";35;"Synchronised executive functionalities";9.16;1
345;"sit amet turpis elementum ligula vehicula consequat morbi a";28;"Re-engineered heuristic help-desk";97.58;1
346;"sagittis dui vel nisl duis ac nibh";30;"Diverse bifurcated hierarchy";8.81;1
347;"ante ipsum primis in faucibus orci luctus et ultrices posuere";17;"Distributed clear-thinking neural-net";83.13;1
348;"potenti nullam porttitor lacus at turpis donec posuere metus";9;"Organic dynamic contingency";1.37;1
349;"elit proin interdum mauris non ligula pellentesque ultrices";20;"Integrated next generation software";47.85;1
350;"tempor turpis nec euismod scelerisque quam turpis";5;"Synergistic stable support";87.7;1
351;"in faucibus orci luctus et ultrices posuere cubilia curae donec";22;"Horiontal mission-critical analyer";78.9;1
352;"nullam orci pede venenatis non sodales";11;"Multi-lateral tertiary database";25.93;1
353;"id sapien in sapien iaculis congue vivamus metus";25;"Cross-group encompassing customer loyalty";66.51;1
354;"ac tellus semper interdum mauris ullamcorper purus";21;"Reverse-engineered didactic monitoring";64.63;1
355;"vestibulum proin eu mi nulla ac enim";13;"Team-oriented web-enabled function";9.26;1
356;"etiam justo etiam pretium iaculis";40;"Robust grid-enabled parallelism";99.15;1
357;"id nisl venenatis lacinia aenean";12;"Universal coherent access";90.13;1
358;"mi integer ac neque duis bibendum morbi non quam";12;"De-engineered full-range hub";4.39;1
359;"blandit ultrices enim lorem ipsum dolor";21;"Progressive attitude-oriented hierarchy";35.36;1
360;"luctus et ultrices posuere cubilia";23;"Assimilated ero tolerance framework";93.71;1
361;"nec nisi vulputate nonummy maecenas tincidunt lacus at";46;"Sharable well-modulated firmware";47.74;1
362;"felis sed interdum venenatis turpis enim blandit";26;"Cloned analying forecast";62.78;1
363;"pede justo lacinia eget tincidunt eget tempus";53;"Multi-channelled 3rd generation open architecture";45.65;1
364;"eget nunc donec quis orci eget";49;"Object-based reciprocal synergy";81.12;1
365;"semper porta volutpat quam pede lobortis ligula sit amet";23;"Advanced national hub";45.77;1
366;"molestie sed justo pellentesque viverra pede ac";9;"Assimilated demand-driven extranet";31.96;1
367;"porttitor id consequat in consequat ut nulla sed";10;"Quality-focused bandwidth-monitored infrastructure";12.49;1
368;"vel dapibus at diam nam tristique";34;"Realigned asynchronous flexibility";85.1;1
369;"vehicula consequat morbi a ipsum integer a nibh in";29;"Face to face motivating installation";50.01;1
370;"in congue etiam justo etiam pretium iaculis justo in hac";37;"Mandatory exuding hub";73.35;1
371;"mi pede malesuada in imperdiet et commodo vulputate justo";19;"Synergistic asymmetric service-desk";9.11;1
372;"nam ultrices libero non mattis pulvinar";46;"Object-based secondary utilisation";89.9;1
373;"vestibulum quam sapien varius ut blandit non";51;"Programmable discrete database";1.93;1
374;"nunc rhoncus dui vel sem sed sagittis nam congue";20;"Triple-buffered reciprocal protocol";81.85;1
375;"orci luctus et ultrices posuere cubilia curae nulla dapibus";41;"Extended asymmetric core";50.55;1
376;"nisl duis ac nibh fusce";51;"Progressive incremental application";70.3;1
377;"eu mi nulla ac enim in tempor turpis";17;"Configurable client-driven pricing structure";49.53;1
378;"consectetuer adipiscing elit proin risus";7;"Up-sied homogeneous standardiation";8.32;1
379;"ipsum praesent blandit lacinia erat vestibulum sed magna at nunc";49;"Realigned heuristic challenge";33.08;1
380;"risus dapibus augue vel accumsan tellus nisi";52;"Distributed logistical complexity";60.43;1
381;"suscipit ligula in lacus curabitur at ipsum ac";23;"Integrated human-resource budgetary management";95.02;1
382;"blandit lacinia erat vestibulum sed magna at nunc";52;"Front-line background website";70.27;1
383;"eu felis fusce posuere felis sed";50;"Extended well-modulated workforce";75.88;1
384;"faucibus orci luctus et ultrices posuere cubilia curae";46;"Optimied 24 hour pricing structure";56.18;1
385;"metus vitae ipsum aliquam non mauris morbi non lectus";44;"Down-sied ero administration circuit";67.78;1
386;"suscipit ligula in lacus curabitur at";5;"Digitied homogeneous policy";96.13;1
387;"vulputate justo in blandit ultrices enim lorem ipsum dolor";51;"Organic well-modulated framework";97.16;1
388;"pellentesque viverra pede ac diam cras pellentesque volutpat dui";46;"Networked content-based productivity";20.85;1
389;"dapibus dolor vel est donec odio justo sollicitudin ut";41;"Cloned national knowledge base";61.6;1
390;"odio justo sollicitudin ut suscipit a";22;"Team-oriented secondary architecture";3.99;1
391;"lectus in quam fringilla rhoncus mauris enim leo rhoncus";21;"Reverse-engineered uniform archive";29.56;1
392;"tristique fusce congue diam id ornare imperdiet sapien urna pretium";26;"Integrated eco-centric encoding";79.89;1
393;"platea dictumst morbi vestibulum velit id pretium";23;"Integrated upward-trending groupware";51.22;1
394;"vivamus vestibulum sagittis sapien cum";40;"Down-sied static paradigm";26.31;1
395;"enim in tempor turpis nec euismod scelerisque quam";42;"Multi-tiered optimiing encryption";80.74;1
396;"sit amet diam in magna bibendum imperdiet nullam";5;"Optional value-added website";35.77;1
397;"cum sociis natoque penatibus et";50;"Future-proofed solution-oriented functionalities";46.97;1
398;"imperdiet et commodo vulputate justo in";11;"Right-sied asynchronous artificial intelligence";74.01;1
399;"sed augue aliquam erat volutpat in congue etiam justo";6;"Multi-channelled incremental moratorium";43.2;1
400;"felis sed lacus morbi sem mauris";50;"Adaptive 5th generation customer loyalty";96.04;1
401;"aliquet ultrices erat tortor sollicitudin mi sit amet";52;"Automated mission-critical focus group";50.51;1
402;"est lacinia nisi venenatis tristique fusce congue diam id ornare";32;"Quality-focused 24 hour matrix";19.05;1
403;"luctus tincidunt nulla mollis molestie";4;"Up-sied intangible challenge";70.13;1
404;"vitae mattis nibh ligula nec sem duis aliquam convallis";52;"Robust actuating encryption";53.8;1
405;"nunc rhoncus dui vel sem sed sagittis nam";49;"Future-proofed eco-centric time-frame";62.56;1
406;"pretium quis lectus suspendisse potenti in eleifend quam";15;"Balanced encompassing attitude";16.63;1
407;"pellentesque eget nunc donec quis orci eget orci";30;"Profit-focused client-server time-frame";6.49;1
408;"iaculis congue vivamus metus arcu adipiscing molestie hendrerit at vulputate";8;"Distributed scalable framework";81.93;1
409;"sit amet nulla quisque arcu libero rutrum ac lobortis vel";52;"Total 3rd generation open architecture";85.35;1
410;"leo odio condimentum id luctus nec molestie sed";9;"Universal eco-centric collaboration";27.56;1
411;"amet eleifend pede libero quis orci nullam molestie";51;"Reduced multi-tasking product";11.1;1
412;"consectetuer adipiscing elit proin interdum mauris non";6;"Networked eco-centric alliance";53.99;1
413;"aliquam augue quam sollicitudin vitae consectetuer";48;"Diverse eco-centric adapter";39.21;1
414;"nascetur ridiculus mus vivamus vestibulum sagittis sapien";26;"Multi-tiered human-resource standardiation";47.09;1
415;"vehicula condimentum curabitur in libero ut massa volutpat convallis morbi";34;"Persevering bandwidth-monitored collaboration";75.27;1
416;"sit amet erat nulla tempus vivamus in felis eu sapien";27;"Re-contextualied 4th generation hub";82.18;1
417;"consequat dui nec nisi volutpat eleifend donec";11;"Customiable web-enabled productivity";44.83;1
418;"in sapien iaculis congue vivamus metus arcu";30;"Right-sied foreground hub";25.81;1
419;"congue eget semper rutrum nulla nunc purus phasellus in felis";5;"Customiable optimal matrices";21.56;1
420;"vel enim sit amet nunc viverra dapibus";15;"Operative mission-critical superstructure";73.92;1
421;"libero non mattis pulvinar nulla pede ullamcorper augue a";17;"Configurable local portal";9.99;1
422;"nulla pede ullamcorper augue a suscipit nulla elit";14;"Advanced mission-critical website";20.17;1
423;"sed interdum venenatis turpis enim blandit mi in porttitor pede";47;"Realigned incremental toolset";21.93;1
424;"vivamus in felis eu sapien cursus vestibulum proin";15;"Ergonomic mobile projection";65.01;1
425;"eget semper rutrum nulla nunc purus";24;"Networked logistical capacity";75.18;1
426;"sem praesent id massa id nisl";10;"Front-line fault-tolerant collaboration";85.66;1
427;"habitasse platea dictumst maecenas ut massa quis augue luctus tincidunt";29;"Synergied logistical ability";50.88;1
428;"sagittis sapien cum sociis natoque penatibus";24;"Fully-configurable methodical conglomeration";53.52;1
429;"in felis donec semper sapien";25;"Enhanced mobile hardware";23.77;1
430;"cursus vestibulum proin eu mi nulla ac enim";47;"Customiable global parallelism";60.36;1
431;"eget elit sodales scelerisque mauris sit amet eros suspendisse";24;"Streamlined didactic installation";8.12;1
432;"et ultrices posuere cubilia curae donec pharetra magna vestibulum";17;"Re-engineered radical toolset";5.07;1
433;"ultrices phasellus id sapien in";11;"Adaptive mission-critical orchestration";6.16;1
434;"erat quisque erat eros viverra eget congue eget semper";47;"Multi-tiered executive model";9.12;1
435;"viverra pede ac diam cras pellentesque volutpat dui maecenas";4;"Automated ero tolerance orchestration";62.64;1
436;"cursus id turpis integer aliquet massa id lobortis";5;"Re-engineered dynamic budgetary management";51.94;1
437;"vel dapibus at diam nam tristique tortor";25;"Streamlined context-sensitive function";29.12;1
438;"donec semper sapien a libero nam";36;"Profit-focused 6th generation moderator";3.01;1
439;"viverra eget congue eget semper rutrum";36;"Devolved interactive forecast";29.58;1
440;"pede libero quis orci nullam molestie nibh in lectus";49;"User-friendly contextually-based ability";63.4;1
441;"varius integer ac leo pellentesque ultrices";49;"Visionary composite challenge";11.83;1
